unit_id,county,township,service_point_count,essential_service_count,service_accessibility_score,service_gap_score,nearest_essential_service_distance_m,estimated_nearest_essential_travel_time_min,road_segment_count,road_length_km,mean_road_speed_kmh,capacity_norm,essential_norm,travel_time_inverse_norm
开县|南雅镇|166,开县,南雅镇,407.0,27.0,0.209626,0.790374,1127.93,1.583,41.0,53.743027,57.704306,0.0,0.0,0.0
合川区|三庙镇|399,合川区,三庙镇,450.0,29.0,0.209462,0.790538,1460.475,1.981,3.0,24.123601,59.725468,0.0,0.0,0.0
奉节县|草堂镇|940,奉节县,草堂镇,636.0,24.0,0.209378,0.790622,2145.661,2.8,74.0,94.545637,62.081598,0.0,0.0,0.0
巫溪县|徐家镇|458,巫溪县,徐家镇,463.0,16.0,0.20937,0.79063,773.622,1.299,8.0,44.10235,48.253673,0.0,0.0,0.0
垫江县|长龙乡|315,垫江县,长龙乡,327.0,12.0,0.209346,0.790654,222.534,0.277,12.0,24.690042,65.143203,0.0,0.0,0.0
秀山土家族苗族自治县|梅江镇|833,秀山土家族苗族自治县,梅江镇,594.0,23.0,0.20932,0.79068,1798.546,2.513,83.0,74.945283,57.969627,0.0,0.0,0.0
江津区|吴滩镇|683,江津区,吴滩镇,627.0,32.0,0.209223,0.790777,1393.078,3.257,43.0,48.313586,34.640368,0.0,0.0,0.0
长寿区|邻封镇|0,长寿区,邻封镇,329.0,19.0,0.209214,0.790786,343.461,0.741,12.0,15.616888,37.568517,0.0,0.0,0.0
渝北区|茨竹镇|522,渝北区,茨竹镇,591.0,38.0,0.209098,0.790902,1429.765,3.434,26.0,84.861285,33.725714,0.0,0.0,0.0
巫溪县|下堡镇|542,巫溪县,下堡镇,444.0,12.0,0.209044,0.790956,546.699,1.026,4.0,25.427349,43.160251,0.0,0.0,0.0
沙坪坝区|凤凰镇|970,沙坪坝区,凤凰镇,590.0,22.0,0.209044,0.790956,1466.781,2.484,40.0,61.642895,47.827881,0.0,0.0,0.0
酉阳土家族苗族自治县|丁市镇|792,酉阳土家族苗族自治县,丁市镇,520.0,33.0,0.208945,0.791055,1441.908,2.755,13.0,46.437726,42.386682,0.0,0.0,0.0
梁平县|虎城镇|575,梁平县,虎城镇,369.0,23.0,0.208888,0.791112,474.881,1.303,50.0,73.544714,29.529201,0.0,0.0,0.0
黔江区|中塘乡|760,黔江区,中塘乡,226.0,18.0,0.208856,0.791144,67.499,0.171,15.0,44.440537,32.033304,0.0,0.0,0.0
大足区|回龙镇|436,大足区,回龙镇,258.0,17.0,0.208774,0.791226,112.361,0.323,38.0,27.241858,28.170643,0.0,0.0,0.0
江北区|郭家沱街道|659,江北区,郭家沱街道,490.0,31.0,0.208773,0.791227,1005.487,2.504,19.0,28.151492,32.529453,0.0,0.0,0.0
垫江县|坪山镇|188,垫江县,坪山镇,663.0,41.0,0.208617,0.791383,2233.128,4.142,6.0,39.453642,43.665979,0.0,0.0,0.0
黔江区|石会镇|771,黔江区,石会镇,436.0,17.0,0.208579,0.791421,651.003,1.408,58.0,150.909979,37.443014,0.0,0.0,0.0
彭水苗族土家族自治县|鞍子镇|808,彭水苗族土家族自治县,鞍子镇,218.0,15.0,0.208565,0.791435,4.019,0.012,6.0,3.031583,28.083557,0.0,0.0,0.0
丰都县|双路镇|349,丰都县,双路镇,558.0,20.0,0.208532,0.791468,1431.723,2.297,24.0,47.620972,50.488201,0.0,0.0,0.0
长寿区|万顺镇|113,长寿区,万顺镇,252.0,16.0,0.20851,0.79149,158.29,0.283,8.0,14.525937,45.335756,0.0,0.0,0.0
奉节县|永乐镇|497,奉节县,永乐镇,474.0,15.0,0.208457,0.791543,850.169,1.526,18.0,66.648419,45.131761,0.0,0.0,0.0
云阳县|票草镇|911,云阳县,票草镇,309.0,12.0,0.208441,0.791559,218.247,0.392,15.0,36.492172,45.088194,0.0,0.0,0.0
黔江区|冯家街道|509,黔江区,冯家街道,478.0,20.0,0.208363,0.791637,1361.503,1.878,38.0,51.092349,58.713401,0.0,0.0,0.0
巴南区|二圣镇|551,巴南区,二圣镇,425.0,13.0,0.208257,0.791743,602.686,1.17,18.0,34.193495,41.710578,0.0,0.0,0.0
酉阳土家族苗族自治县|龚滩镇|73,酉阳土家族苗族自治县,龚滩镇,484.0,18.0,0.208095,0.791905,622.97,1.849,9.0,19.344186,27.295668,0.0,0.0,0.0
奉节县|吐祥镇|425,奉节县,吐祥镇,819.0,35.0,0.208041,0.791959,2663.19,4.828,16.0,82.280062,44.681038,0.0,0.0,0.0
垫江县|普顺镇|303,垫江县,普顺镇,440.0,24.0,0.208012,0.791988,939.09,1.98,29.0,19.935171,38.417338,0.0,0.0,0.0
忠县|乌杨镇|217,忠县,乌杨镇,741.0,39.0,0.207963,0.792037,2897.803,4.651,72.0,99.697552,50.465034,0.0,0.0,0.0
綦江区|扶欢镇|414,綦江区,扶欢镇,409.0,24.0,0.207898,0.792102,974.412,1.824,16.0,40.60038,43.278253,0.0,0.0,0.0
城口县|修齐镇|321,城口县,修齐镇,405.0,20.0,0.207813,0.792187,856.681,1.584,26.0,48.160796,43.819009,0.0,0.0,0.0
大足区|拾万镇|906,大足区,拾万镇,290.0,16.0,0.207784,0.792216,667.395,0.677,3.0,29.604845,79.820468,0.0,0.0,0.0
大足区|雍溪镇|443,大足区,雍溪镇,399.0,27.0,0.207749,0.792251,1528.678,1.984,22.0,43.917686,62.424948,0.0,0.0,0.0
潼南县|卧佛镇|705,潼南县,卧佛镇,493.0,27.0,0.207707,0.792293,1118.431,2.534,4.0,5.979527,35.754438,0.0,0.0,0.0
酉阳土家族苗族自治县|天馆乡|979,酉阳土家族苗族自治县,天馆乡,265.0,16.0,0.207651,0.792349,337.667,0.564,2.0,13.75899,48.493863,0.0,0.0,0.0
丰都县|社坛镇|356,丰都县,社坛镇,544.0,32.0,0.207646,0.792354,1524.756,3.154,35.0,35.723209,39.159676,0.0,0.0,0.0
南川区|南平镇|903,南川区,南平镇,991.0,48.0,0.207554,0.792446,3584.101,6.734,51.0,49.588679,43.114189,0.0,0.0,0.0
忠县|石宝镇|9,忠县,石宝镇,544.0,27.0,0.207496,0.792504,1268.227,2.886,22.0,51.503849,35.600297,0.0,0.0,0.0
开县|大德镇|29,开县,大德镇,454.0,17.0,0.207488,0.792512,685.731,1.773,49.0,100.221674,31.320662,0.0,0.0,0.0
北碚区|柳荫镇|378,北碚区,柳荫镇,427.0,30.0,0.207484,0.792516,1145.956,2.385,3.0,18.769333,38.918353,0.0,0.0,0.0
璧山区|八塘镇|717,璧山区,八塘镇,562.0,25.0,0.207382,0.792618,1311.246,2.899,27.0,39.225141,36.640375,0.0,0.0,0.0
潼南县|古溪镇|707,潼南县,古溪镇,628.0,29.0,0.207239,0.792761,1750.844,3.55,4.0,10.958086,39.951371,0.0,0.0,0.0
武隆县|火炉镇|105,武隆县,火炉镇,425.0,21.0,0.207187,0.792813,812.617,1.911,26.0,74.199847,34.45056,0.0,0.0,0.0
永川区|红炉镇|636,永川区,红炉镇,408.0,24.0,0.207129,0.792871,1156.419,2.002,10.0,31.266743,46.788839,0.0,0.0,0.0
合川区|燕窝镇|259,合川区,燕窝镇,430.0,23.0,0.20712,0.79288,1165.515,2.075,21.0,25.193415,45.507023,0.0,0.0,0.0
荣昌县|河包镇|746,荣昌县,河包镇,377.0,19.0,0.207074,0.792926,625.544,1.537,16.0,10.310827,32.96646,0.0,0.0,0.0
酉阳土家族苗族自治县|板溪镇|71,酉阳土家族苗族自治县,板溪镇,342.0,26.0,0.207069,0.792931,975.352,1.768,58.0,103.567271,44.697277,0.0,0.0,0.0
巫山县|官渡镇|889,巫山县,官渡镇,760.0,35.0,0.207061,0.792939,2303.876,4.727,32.0,76.730609,39.477825,0.0,0.0,0.0
开县|高桥镇|157,开县,高桥镇,339.0,12.0,0.207051,0.792949,411.891,0.901,14.0,15.241007,37.034423,0.0,0.0,0.0
綦江区|篆塘镇|525,綦江区,篆塘镇,368.0,29.0,0.206979,0.793021,1550.979,2.13,90.0,96.7954,58.975112,0.0,0.0,0.0
长寿区|但渡镇|116,长寿区,但渡镇,237.0,11.0,0.206971,0.793029,199.904,0.275,36.0,56.93715,58.802176,0.0,0.0,0.0
南岸区|峡口镇|300,南岸区,峡口镇,493.0,28.0,0.20691,0.79309,1250.658,2.799,47.0,60.914905,36.193187,0.0,0.0,0.0
永川区|仙龙镇|626,永川区,仙龙镇,590.0,50.0,0.206898,0.793102,2198.688,4.675,9.0,33.991548,38.094338,0.0,0.0,0.0
万州区|高峰镇|293,万州区,高峰镇,393.0,24.0,0.206848,0.793152,833.421,1.998,62.0,78.554132,33.79202,0.0,0.0,0.0
奉节县|青龙镇|942,奉节县,青龙镇,276.0,9.0,0.206797,0.793203,178.609,0.413,1.0,1.162021,35.0,0.0,0.0,0.0
奉节县|鹤峰乡|943,奉节县,鹤峰乡,272.0,15.0,0.206777,0.793223,441.99,0.757,8.0,37.819085,47.311915,0.0,0.0,0.0
忠县|官坝镇|223,忠县,官坝镇,557.0,18.0,0.20655,0.79345,1220.996,2.648,19.0,42.453824,37.348624,0.0,0.0,0.0
大足区|龙滩子街道|420,大足区,龙滩子街道,240.0,28.0,0.206392,0.793608,653.189,1.448,17.0,13.46341,36.533164,0.0,0.0,0.0
忠县|汝溪镇|4,忠县,汝溪镇,698.0,34.0,0.206377,0.793623,2147.178,4.469,20.0,42.185774,38.917945,0.0,0.0,0.0
荣昌县|路孔镇|506,荣昌县,路孔镇,364.0,23.0,0.206338,0.793662,551.154,1.882,25.0,9.511306,23.715881,0.0,0.0,0.0
城口县|复兴街道|931,城口县,复兴街道,663.0,24.0,0.20619,0.79381,1885.031,3.718,47.0,30.757762,41.072168,0.0,0.0,0.0
合川区|香龙镇|265,合川区,香龙镇,258.0,14.0,0.206162,0.793838,624.632,0.77,28.0,32.152759,65.726173,0.0,0.0,0.0
大足区|高升镇|444,大足区,高升镇,252.0,15.0,0.206144,0.793856,483.049,0.799,26.0,67.043661,48.957402,0.0,0.0,0.0
沙坪坝区|山洞街道|654,沙坪坝区,山洞街道,157.0,19.0,0.206126,0.793874,150.051,0.486,2.0,0.767254,25.0,0.0,0.0,0.0
巴南区|石龙镇|558,巴南区,石龙镇,473.0,19.0,0.206084,0.793916,1460.796,2.343,52.0,61.3854,50.504073,0.0,0.0,0.0
奉节县|安坪镇|427,奉节县,安坪镇,466.0,15.0,0.206051,0.793949,1111.58,2.059,14.0,62.880508,43.735396,0.0,0.0,0.0
万州区|李河镇|254,万州区,李河镇,387.0,24.0,0.206048,0.793952,1148.039,2.146,27.0,44.867052,43.324143,0.0,0.0,0.0
江北区|五宝镇人民政府|679,江北区,五宝镇人民政府,251.0,13.0,0.205983,0.794017,388.078,0.708,12.0,47.053059,44.404323,0.0,0.0,0.0
垫江县|曹回镇|304,垫江县,曹回镇,282.0,21.0,0.20594,0.79406,1029.702,1.385,34.0,54.589583,60.231393,0.0,0.0,0.0
大足区|龙石镇|447,大足区,龙石镇,208.0,14.0,0.205939,0.794061,219.802,0.529,11.0,11.080209,33.665647,0.0,0.0,0.0
忠县|三汇镇|215,忠县,三汇镇,460.0,18.0,0.205841,0.794159,1055.308,2.255,14.0,27.106078,37.899966,0.0,0.0,0.0
梁平县|龙门镇|581,梁平县,龙门镇,265.0,21.0,0.205729,0.794271,707.253,1.329,5.0,42.08562,43.116412,0.0,0.0,0.0
巫溪县|塘坊镇|451,巫溪县,塘坊镇,474.0,19.0,0.205655,0.794345,1340.979,2.44,10.0,89.716145,44.519957,0.0,0.0,0.0
巴南区|石滩镇|557,巴南区,石滩镇,277.0,14.0,0.205579,0.794421,565.715,1.014,4.0,17.775642,45.193872,0.0,0.0,0.0
万州区|龙驹镇|297,万州区,龙驹镇,772.0,44.0,0.205565,0.794435,4194.217,5.716,93.0,72.211225,59.432087,0.0,0.0,0.0
合川区|小沔镇|243,合川区,小沔镇,443.0,17.0,0.205477,0.794523,1320.834,2.188,27.0,53.175056,48.895931,0.0,0.0,0.0
大足区|金山镇|441,大足区,金山镇,326.0,19.0,0.205437,0.794563,1138.546,1.646,50.0,38.807481,56.013236,0.0,0.0,0.0
綦江区|隆盛镇|529,綦江区,隆盛镇,462.0,28.0,0.20543,0.79457,1576.414,2.973,36.0,52.272344,42.951806,0.0,0.0,0.0
北碚区|施家梁镇|383,北碚区,施家梁镇,408.0,13.0,0.205407,0.794593,1013.15,1.764,35.0,30.612791,46.519866,0.0,0.0,0.0
渝北区|大湾镇|516,渝北区,大湾镇,437.0,29.0,0.205393,0.794607,2078.674,2.903,56.0,103.338675,57.997688,0.0,0.0,0.0
垫江县|白家镇|312,垫江县,白家镇,319.0,14.0,0.20538,0.79462,642.585,1.305,2.0,13.434344,39.898324,0.0,0.0,0.0
合川区|古楼镇|239,合川区,古楼镇,224.0,17.0,0.205363,0.794637,694.897,0.938,1.0,0.114705,60.0,0.0,0.0,0.0
巫山县|笃坪乡|534,巫山县,笃坪乡,254.0,7.0,0.205352,0.794648,237.442,0.517,12.0,50.568928,37.184596,0.0,0.0,0.0
石柱土家族自治县|马武镇|987,石柱土家族自治县,马武镇,360.0,19.0,0.205281,0.794719,1153.488,1.869,9.0,18.803116,50.0,0.0,0.0,0.0
合川区|龙市镇|267,合川区,龙市镇,854.0,55.0,0.205273,0.794727,2064.163,6.898,7.0,6.090536,24.237445,0.0,0.0,0.0
梁平县|云龙镇|586,梁平县,云龙镇,420.0,22.0,0.205239,0.794761,1521.823,2.415,36.0,39.993227,51.044852,0.0,0.0,0.0
江津区|慈云镇|54,江津区,慈云镇,494.0,29.0,0.205191,0.794809,2247.568,3.287,73.0,69.066078,55.387714,0.0,0.0,0.0
铜梁区|华兴镇|740,铜梁区,华兴镇,161.0,12.0,0.205105,0.794895,155.52,0.34,20.0,21.449043,37.074566,0.0,0.0,0.0
开县|竹溪镇|883,开县,竹溪镇,452.0,22.0,0.205096,0.794904,1707.393,2.636,39.0,66.822978,52.456448,0.0,0.0,0.0
丰都县|树人镇|898,丰都县,树人镇,233.0,13.0,0.205077,0.794923,505.621,0.819,1.0,24.145826,50.0,0.0,0.0,0.0
巫山县|铜鼓镇|872,巫山县,铜鼓镇,280.0,16.0,0.205011,0.794989,692.997,1.29,9.0,35.010953,43.498676,0.0,0.0,0.0
梁平县|金带镇|578,梁平县,金带镇,280.0,19.0,0.205003,0.794997,783.023,1.483,46.0,29.738843,42.770561,0.0,0.0,0.0
永川区|茶山竹海街道|645,永川区,茶山竹海街道,563.0,32.0,0.20496,0.79504,2098.588,3.91,27.0,59.479887,43.47643,0.0,0.0,0.0
南川区|太平场镇|395,南川区,太平场镇,166.0,11.0,0.20491,0.79509,211.231,0.353,9.0,23.530808,48.444524,0.0,0.0,0.0
云阳县|水口镇|121,云阳县,水口镇,288.0,18.0,0.204793,0.795207,610.906,1.513,22.0,50.987811,32.697232,0.0,0.0,0.0
丰都县|武平镇|353,丰都县,武平镇,226.0,12.0,0.204759,0.795241,331.757,0.797,8.0,27.607857,33.707901,0.0,0.0,0.0
黔江区|沙坝乡|767,黔江区,沙坝乡,378.0,11.0,0.204711,0.795289,938.29,1.641,46.0,72.271785,46.300213,0.0,0.0,0.0
铜梁区|福果镇|93,铜梁区,福果镇,207.0,15.0,0.204685,0.795315,468.231,0.887,15.0,38.05048,42.769529,0.0,0.0,0.0
梁平县|福禄镇|570,梁平县,福禄镇,351.0,12.0,0.204633,0.795367,919.726,1.552,7.0,18.698658,48.004092,0.0,0.0,0.0
巫溪县|峰灵镇|457,巫溪县,峰灵镇,299.0,9.0,0.204597,0.795403,525.174,1.08,11.0,32.446496,39.378429,0.0,0.0,0.0
黔江区|小南海镇|112,黔江区,小南海镇,290.0,16.0,0.20454,0.79546,857.781,1.466,24.0,27.000012,47.409916,0.0,0.0,0.0
忠县|双桂镇|220,忠县,双桂镇,295.0,13.0,0.20454,0.79546,529.107,1.312,15.0,38.327519,32.670757,0.0,0.0,0.0
秀山土家族苗族自治县|石耶镇|664,秀山土家族苗族自治县,石耶镇,228.0,18.0,0.204482,0.795518,888.473,1.235,5.0,15.872106,58.288048,0.0,0.0,0.0
巫山县|大昌镇|887,巫山县,大昌镇,824.0,38.0,0.204384,0.795616,3239.308,5.922,24.0,62.596683,44.303407,0.0,0.0,0.0
梁平县|蟠龙镇|576,梁平县,蟠龙镇,219.0,13.0,0.204372,0.795628,523.219,0.912,15.0,53.205666,46.457308,0.0,0.0,0.0
忠县|任家镇|218,忠县,任家镇,223.0,11.0,0.20435,0.79565,474.565,0.817,4.0,26.885697,47.02616,0.0,0.0,0.0
云阳县|渠马镇|281,云阳县,渠马镇,235.0,12.0,0.204176,0.795824,399.403,0.991,12.0,95.150978,32.636479,0.0,0.0,0.0
永川区|板桥镇|634,永川区,板桥镇,353.0,21.0,0.204061,0.795939,904.032,2.249,30.0,40.62951,32.55608,0.0,0.0,0.0
涪陵区|百胜镇|135,涪陵区,百胜镇,510.0,35.0,0.204059,0.795941,2190.255,3.995,9.0,50.018265,44.403482,0.0,0.0,0.0
黔江区|阿蓬江镇|76,黔江区,阿蓬江镇,490.0,14.0,0.204051,0.795949,1775.884,2.647,105.0,128.824433,54.348389,0.0,0.0,0.0
万州区|武陵镇|257,万州区,武陵镇,334.0,17.0,0.204027,0.795973,651.528,1.91,41.0,102.120312,27.629619,0.0,0.0,0.0
潼南县|田家镇|429,潼南县,田家镇,376.0,16.0,0.203885,0.796115,1715.472,2.121,18.0,28.670262,65.509552,0.0,0.0,0.0
铜梁区|土桥镇|743,铜梁区,土桥镇,330.0,22.0,0.203851,0.796149,1206.549,2.223,18.0,45.120501,43.956159,0.0,0.0,0.0
垫江县|黄沙乡|319,垫江县,黄沙乡,196.0,18.0,0.203842,0.796158,761.967,1.229,91.0,86.984956,50.21178,0.0,0.0,0.0
永川区|双石镇|628,永川区,双石镇,515.0,25.0,0.203836,0.796164,2573.406,3.493,64.0,71.404858,59.670045,0.0,0.0,0.0
巴南区|姜家镇|552,巴南区,姜家镇,353.0,15.0,0.203706,0.796294,1078.471,1.969,12.0,32.985905,44.366601,0.0,0.0,0.0
綦江区|石林镇|433,綦江区,石林镇,459.0,12.0,0.203602,0.796398,972.529,2.431,21.0,63.84952,32.399221,0.0,0.0,0.0
秀山土家族苗族自治县|龙池镇|670,秀山土家族苗族自治县,龙池镇,526.0,25.0,0.203579,0.796421,2115.424,3.603,10.0,35.546662,47.556603,0.0,0.0,0.0
綦江区|关坝镇|410,綦江区,关坝镇,513.0,19.0,0.203529,0.796471,1408.936,3.183,23.0,38.324579,35.85825,0.0,0.0,0.0
云阳县|宝坪镇|908,云阳县,宝坪镇,351.0,15.0,0.203465,0.796535,774.601,2.02,27.0,143.829677,31.05469,0.0,0.0,0.0
铜梁区|二坪镇|738,铜梁区,二坪镇,150.0,5.0,0.203453,0.796547,163.557,0.256,26.0,19.512642,51.832331,0.0,0.0,0.0
合川区|龙凤镇|266,合川区,龙凤镇,308.0,14.0,0.203402,0.796598,424.276,1.718,1.0,11.165016,20.0,0.0,0.0,0.0
梁平县|和林镇|589,梁平县,和林镇,265.0,13.0,0.203393,0.796607,1142.333,1.418,26.0,63.232753,65.246278,0.0,0.0,0.0
巴南区|麻柳嘴镇|568,巴南区,麻柳嘴镇,438.0,20.0,0.203386,0.796614,1994.487,2.845,31.0,73.670524,56.781613,0.0,0.0,0.0
奉节县|五马镇|421,奉节县,五马镇,420.0,10.0,0.203205,0.796795,1239.477,2.175,2.0,24.008699,46.150345,0.0,0.0,0.0
荣昌县|直升镇|754,荣昌县,直升镇,186.0,9.0,0.20303,0.79697,345.547,0.8,1.0,8.567606,35.0,0.0,0.0,0.0
江津区|永兴镇|469,江津区,永兴镇,569.0,24.0,0.20302,0.79698,1531.204,3.933,30.0,80.428114,31.531747,0.0,0.0,0.0
铜梁区|西河镇|97,铜梁区,西河镇,246.0,14.0,0.203013,0.796987,782.464,1.455,10.0,20.727467,43.562229,0.0,0.0,0.0
彭水苗族土家族自治县|高谷镇|809,彭水苗族土家族自治县,高谷镇,431.0,17.0,0.202917,0.797083,2291.295,2.751,78.0,47.836751,67.454532,0.0,0.0,0.0
云阳县|龙角镇|374,云阳县,龙角镇,369.0,9.0,0.202881,0.797119,860.99,1.901,14.0,62.922652,36.689015,0.0,0.0,0.0
酉阳土家族苗族自治县|酉水河镇|1012,酉阳土家族苗族自治县,酉水河镇,264.0,16.0,0.202784,0.797216,721.334,1.736,14.0,38.255295,33.648473,0.0,0.0,0.0
渝北区|王家街道|582,渝北区,王家街道,566.0,19.0,0.202758,0.797242,2272.512,3.72,173.0,141.106053,49.477889,0.0,0.0,0.0
合川区|肖家镇|261,合川区,肖家镇,198.0,9.0,0.202731,0.797269,551.281,0.942,2.0,22.542779,47.387875,0.0,0.0,0.0
梁平县|新盛镇|874,梁平县,新盛镇,399.0,20.0,0.202725,0.797275,1147.928,2.771,6.0,14.797599,33.551275,0.0,0.0,0.0
铜梁区|白羊镇|86,铜梁区,白羊镇,166.0,14.0,0.202714,0.797286,505.906,1.067,23.0,28.751483,38.401659,0.0,0.0,0.0
璧山区|福禄镇|403,璧山区,福禄镇,214.0,13.0,0.202705,0.797295,764.444,1.295,49.0,51.38685,47.806193,0.0,0.0,0.0
万州区|铁峰乡|280,万州区,铁峰乡,156.0,7.0,0.202699,0.797301,242.969,0.598,43.0,55.6101,32.915105,0.0,0.0,0.0
永川区|吉安镇|629,永川区,吉安镇,382.0,25.0,0.202665,0.797335,1630.881,2.991,18.0,33.63287,44.16688,0.0,0.0,0.0
江津区|龙华镇|479,江津区,龙华镇,418.0,29.0,0.202654,0.797346,1463.587,3.445,26.0,55.563885,34.411973,0.0,0.0,0.0
武隆县|鸭江镇|57,武隆县,鸭江镇,421.0,14.0,0.202627,0.797373,1618.234,2.574,48.0,104.210727,50.932378,0.0,0.0,0.0
开县|大进镇|163,开县,大进镇,950.0,37.0,0.202621,0.797379,3619.067,7.015,14.0,45.795446,41.788085,0.0,0.0,0.0
长寿区|八颗镇|107,长寿区,八颗镇,507.0,19.0,0.202528,0.797472,1510.261,3.409,89.0,91.503437,35.881343,0.0,0.0,0.0
潼南县|寿桥镇|711,潼南县,寿桥镇,111.0,8.0,0.202522,0.797478,184.763,0.428,2.0,2.414357,35.0,0.0,0.0,0.0
开县|满月乡|1013,开县,满月乡,409.0,5.0,0.202469,0.797531,962.519,1.992,14.0,42.160372,39.13126,0.0,0.0,0.0
云阳县|平安镇|909,云阳县,平安镇,589.0,26.0,0.202464,0.797536,1989.835,4.312,60.0,66.075351,37.379138,0.0,0.0,0.0
彭水苗族土家族自治县|郁山镇|806,彭水苗族土家族自治县,郁山镇,649.0,27.0,0.202456,0.797544,3096.801,4.713,29.0,49.698568,53.225242,0.0,0.0,0.0
城口县|明通镇|333,城口县,明通镇,311.0,7.0,0.202413,0.797587,687.905,1.557,13.0,48.711099,35.779147,0.0,0.0,0.0
北碚区|金刀峡镇|920,北碚区,金刀峡镇,391.0,15.0,0.202411,0.797589,1216.91,2.501,9.0,32.274848,39.413172,0.0,0.0,0.0
奉节县|汾河镇|933,奉节县,汾河镇,431.0,9.0,0.202344,0.797656,1484.394,2.388,7.0,108.565834,50.34679,0.0,0.0,0.0
酉阳土家族苗族自治县|板桥乡|70,酉阳土家族苗族自治县,板桥乡,125.0,8.0,0.202327,0.797673,273.524,0.557,5.0,19.977437,39.787827,0.0,0.0,0.0
忠县|白石镇|7,忠县,白石镇,591.0,27.0,0.20226,0.79774,2910.406,4.423,26.0,100.928102,53.296089,0.0,0.0,0.0
忠县|新生镇|168,忠县,新生镇,383.0,19.0,0.202212,0.797788,1692.378,2.751,37.0,51.409152,49.835123,0.0,0.0,0.0
巴南区|安澜镇|553,巴南区,安澜镇,617.0,20.0,0.202201,0.797799,2853.764,4.177,59.0,87.076006,55.339073,0.0,0.0,0.0
铜梁区|石鱼镇|92,铜梁区,石鱼镇,329.0,24.0,0.202076,0.797924,1660.751,2.763,9.0,23.134001,48.681159,0.0,0.0,0.0
南川区|黎香湖镇|398,南川区,黎香湖镇,163.0,14.0,0.202048,0.797952,714.879,1.205,4.0,6.274279,48.066805,0.0,0.0,0.0
江津区|塘河镇|685,江津区,塘河镇,315.0,13.0,0.202034,0.797966,1415.546,2.051,78.0,39.026912,55.912693,0.0,0.0,0.0
奉节县|平安乡|472,奉节县,平安乡,432.0,5.0,0.202023,0.797977,943.685,2.23,4.0,22.605274,34.275731,0.0,0.0,0.0
忠县|东溪镇|216,忠县,东溪镇,224.0,18.0,0.20199,0.79801,1061.756,1.817,18.0,39.933583,47.334417,0.0,0.0,0.0
巴南区|丰盛镇|878,巴南区,丰盛镇,378.0,21.0,0.201937,0.798063,1534.89,2.906,28.0,54.355125,42.785711,0.0,0.0,0.0
云阳县|云安镇|362,云阳县,云安镇,226.0,8.0,0.201924,0.798076,634.286,1.242,12.0,68.487614,41.37761,0.0,0.0,0.0
忠县|永丰镇|170,忠县,永丰镇,261.0,12.0,0.20189,0.79811,1177.327,1.695,17.0,32.782729,56.256282,0.0,0.0,0.0
垫江县|永安镇|307,垫江县,永安镇,358.0,12.0,0.201857,0.798143,1469.002,2.268,26.0,39.299749,52.455563,0.0,0.0,0.0
璧山区|正兴镇|720,璧山区,正兴镇,507.0,25.0,0.201784,0.798216,1455.358,3.932,31.0,50.372919,29.984273,0.0,0.0,0.0
开县|关面乡|184,开县,关面乡,282.0,3.0,0.201779,0.798221,555.764,1.318,70.0,45.431915,34.149091,0.0,0.0,0.0
城口县|坪坝镇|195,城口县,坪坝镇,281.0,14.0,0.201719,0.798281,1075.995,1.974,23.0,27.636156,44.158209,0.0,0.0,0.0
丰都县|青龙乡|360,丰都县,青龙乡,122.0,6.0,0.201713,0.798287,197.596,0.568,6.0,10.930233,28.169016,0.0,0.0,0.0
巴南区|天星寺镇|564,巴南区,天星寺镇,189.0,6.0,0.201701,0.798299,425.043,0.964,22.0,40.841671,35.725178,0.0,0.0,0.0
綦江区|新盛镇|415,綦江区,新盛镇,299.0,15.0,0.201698,0.798302,1541.642,2.141,14.0,37.699457,58.337113,0.0,0.0,0.0
垫江县|沙河乡|310,垫江县,沙河乡,137.0,6.0,0.201684,0.798316,403.957,0.669,31.0,36.825558,48.921863,0.0,0.0,0.0
武隆县|白云乡|608,武隆县,白云乡,109.0,6.0,0.201463,0.798537,371.624,0.558,24.0,49.02635,53.991527,0.0,0.0,0.0
合川区|官渡镇|242,合川区,官渡镇,347.0,24.0,0.201421,0.798579,1492.995,3.023,1.0,10.58416,40.0,0.0,0.0,0.0
酉阳土家族苗族自治县|大溪镇|978,酉阳土家族苗族自治县,大溪镇,307.0,14.0,0.201398,0.798602,1022.106,2.207,39.0,52.625589,37.519353,0.0,0.0,0.0
永川区|青峰镇|638,永川区,青峰镇,329.0,21.0,0.201311,0.798689,1267.812,2.772,25.0,23.703732,37.049164,0.0,0.0,0.0
秀山土家族苗族自治县|兰桥镇|823,秀山土家族苗族自治县,兰桥镇,181.0,6.0,0.201303,0.798697,484.039,1.008,3.0,13.621624,38.912489,0.0,0.0,0.0
梁平县|荫平镇|574,梁平县,荫平镇,197.0,12.0,0.201261,0.798739,1126.206,1.477,22.0,19.928577,61.762041,0.0,0.0,0.0
酉阳土家族苗族自治县|黑水镇|869,酉阳土家族苗族自治县,黑水镇,406.0,14.0,0.201255,0.798745,2037.568,2.825,72.0,123.24869,58.426524,0.0,0.0,0.0
北碚区|三圣镇|47,北碚区,三圣镇,398.0,23.0,0.201243,0.798757,1548.141,3.309,26.0,41.425298,37.895579,0.0,0.0,0.0
铜梁区|少云镇|749,铜梁区,少云镇,379.0,29.0,0.201223,0.798777,2536.345,3.562,19.0,39.900613,57.684127,0.0,0.0,0.0
